listing_id,id,date,reviewer_id,reviewer_name,comments
4785215,151064062,2017-05-10,35816643,Israel,"Jean was a wonderful host, friendly and warm, great conversations and made us feel comfortable. I didn't realize how nice the accommodation would be."
4785215,151421310,2017-05-12,127072913,Stephanie,"I believe Jean's place is the closest airbnb to Williamette and the government buildings. I walked over. What can I say, it's a great place, an actual bnb listed through airbnb. I had a great room on the first floor. It felt like I was in a rather large studio apartment with tons of privacy if I wanted it, had my own bathroom. Jean is a great host and is a cyclist so she'll have tips both on Salem in general and cycling in the area if you have some questions there."
4785215,155229127,2017-05-27,127072913,Stephanie,"Stayed here again so I obviously recommend it. This time had a great breakfast made by Jean.  Century House is a nice, safe place for a solo traveler or a couple. Always enjoy talking to Jean. Highly recommend."
4785215,156716988,2017-05-31,9060596,Tom,Jean is the most genuine kind host you will ever meet.  Be careful what you share with her. We mentioned something smelled like chocolate chip cookies ( it was something else) but that night when we returned there were fresh baked cookies in our room. We hardly ever return to a place we've stayed before because we like new discoveries but when we return to Salem we hope to stay with Jean
4785215,161382288,2017-06-17,134814895,Michael,The room was clean and comfortable and breakfast the next morning was delicious! I'll check back with Jean next time I need to stay somewhere in Salem.
4785215,162191794,2017-06-19,26778116,Ryan,Jean came to my rescue after a hotel didn't have the reservation I had booked. She was wonderful to stay with and I hope recommend going for the breakfast.
4785215,162893294,2017-06-22,2876340,Damien,"Jean is super, a great host and very professional. The place is very central and walkable to downtown venues. The back yard is a shady cute retreat with many places to sit and relax! Same indoors, very large common areas. 
"
4785215,169809632,2017-07-13,116118160,Tiffany,Jean is a wonderful host with a stunning home. We thoroughly enjoyed our stay. 
4785215,171504660,2017-07-17,2995642,James And Seong,"The host, Jean, is great, and a hoot besides. She is an avid cyclist and bike tourer, and her place is very bike friendly, with secure locked storage, floor pump, etc. We have stayed several times for work reasons and have enjoyed it every time. "
4785215,173043703,2017-07-22,116408429,Bill,Century House is a gem and the only place one should consider when in Salem.  A beautiful heritage home with an owner who personifies customer service.  All details covered including the best nights sleep ever. First class all around
4785215,175809057,2017-07-29,138842130,Mercedes,"This house is well-kept and clean, with beautiful rooms and living space. The host, Jean, truly makes the house feel warm and welcoming. The rooms are private as well as the large bathroom. I would recommend to all! "
4785215,192670534,2017-09-10,79535683,Mary,Jean was so friendly and hospitable. She made me feel so much at home in her charming house full of quilts and beautiful antiques and everything was spotlessly clean. Her recommendations for restaurants were spot on. I will definitely stay here again if I'm in Salem.
4785215,255189711,2018-04-19,11803650,Pete,"Jean is a friendly and interesting host and her home is lovely. She runs it as a b&b, with the breakfast optional. Even though we chose not to pay extra for the breakfast, she still served a small fruit and pastry plate each day."
4785215,256444885,2018-04-22,15962375,Adrienne,"Easy check in/out, no problems coming into the home after the host was asleep. Centrally located, charming, spacious home. We didn’t take advantage of it, but there’s a small kitchenette upstairs that would come in handy if you’re staying for a few days or more. Jean is a sweetheart, the complimentary breakfast was light and fresh."
4785215,277609059,2018-06-16,61475893,Star,"Though my room was the one closest to the street, the Cedar room,  I still found my space quite cozy. Any who wish to be in the more quiet part of the upstairs should seek one of the other rooms...but then you don’t get a private bathroom...Though I didn’t spend time in the back yard, it is set up well...and peaceful. Suitable for family and/or solo contemplation. Big pluses (for me) nearby were a (by chance) yard sale, breakfast at the Word of Mouth Neighborhood Bistro (as Jean was away, so no B-fast at the house)...delicious menu, inventive atmosphere, great staff (and the Ladies bathroom is a work of art...), a thrift shop right next door to the Bistro...Jean’s location is Central Salem, by my standards.  Bikers/ long walkers could come by train, close to many things...yet still tucked away! And Angela was a great commicator/host on Jean’s behalf,"
4785215,282206474,2018-06-26,15559891,Betsy,Jean is a wonderful and gracious host. Everything was spotless and her home is lovely. Breakfast was a nice surprise and the chance to chat with Jean made our stay extra special. We will definitely look for Jean again next time we are in the area!
4785215,284603968,2018-07-01,5321171,Erin,"Jean is a wonderful host, attentive and helpful in making sure I had what I needed to be comfortable during my stay. The house was very clean, and the decorating made it feel peaceful and homey inside. Having my own bathroom was very nice, and the simple amenities in my room (air conditioning, a rocking chair, large windows, wifi) were appreciated too. I enjoyed sitting in the backyard to read on a couple of beautiful June afternoons. The house was located very conveniently for what I needed while in Salem, in a residential neighborhood close to downtown and the state capitol. All told, it was lovely to stay at Century House, and this seemed to add an extra note of happiness to my trip that probably would not have been there in the same way if I had chosen to stay at a big hotel instead."
4785215,295045816,2018-07-22,14864061,Cindy & Bruce,"This was a great place to stay!  I actually booked a second night because I liked it so well, instead of moving up to Portland to stay.  Jean is a very thoughtful, helpful host.  She made sure I was comfortable and went out of her way for me.  I also think the location was good.  I found it easy to get anywhere, including walking to a place to eat.  "
4785215,304527830,2018-08-09,9940702,Aaron,Jean was delightful and I love the location so close to downtown.  Sorry I didn’t get to try the hammock. 
4785215,307121042,2018-08-13,6605560,Tina,"Jean's Century House was one of my best Airbnb experiences.  The house itself has so much character and Jean has done a fabulous restoration job.  The house was full of beautiful quilts, many of which Jean made herself.  They had such a sweet touch.  My room - Pine I think - was perfect.  Big  comfy chair, a small desk and nice bed.  Ceiling fan was much appreciated.  Kitchenette upstairs was perfect as was the sitting/eating room.  There are lots of good books and games and I loved having no TV.  Good wireless tho.  

Jean is a most delightful host with an easy smile and sparkling eyes.  I felt so very welcomed.  She engaged with me when I wanted to and left me alone the rest of the time which is just what I like.  
I can't wait to return to see Jean and her beautiful house.  "
4785215,327332906,2018-09-23,37098067,Lan,"VERY clean space. Loved the amenities in the common spaces, and the bathroom was roomy and clean. The only thing that bothered us a bit was the wooden floor in our room (it was creaky in some places) and the bed (also squeaky when getting on and off). Jean is also super sweet and accommodating, and was more than happy to set up the pack and play for our 3-month old son. Loved it!"
4785215,432357069,2019-04-03,3852263,Daniel,"Jean is an extraordinary hostess.  She goes above and beyond to make sure everything is just right.  Her house and rooms are well decorated and very clean.  I was the only guest that night so Jean gave me a choice of rooms which was very kind of her.  Since I was the only guest it also allowed me to have the bathroom on my own which was a big plus.

Jean provided a nice light breakfast for me and worked around my schedule.  I enjoyed visiting with her as well.  She is a delightful wonderful lady and I highly recommend her and her house."
4785215,470029353,2019-06-15,151162086,Sergio,"Amazing stay and super warm care from jean, everything was super clean."
4785215,486553376,2019-07-12,270279827,Carolyn,"Jean's place is quite literally everything you would imagine in a typical B&B.  A cute old home with a hundred quilts, dozens of cute little details and a sweet, interesting lady to host your stay.  Her home has been recently refurbished and it has been done very well.  We arrived exhausted and she took us straight to our room, where she'd provided a few wonderful baked goods for us.  In the morning we had coffee and a wonderful conversation as we got to know her better.  (She does provide breakfast, but she is also a block away from a great breakfast place, and we'd told her we planned to go there).  Just a really nice stay."
4785215,492958933,2019-07-21,62049510,Francisco,Jean made me feel like home. The room was charming and the communication was excellent. In the mornings I had a delicious breakfast. She spoiled me. I really recommend her place to stay.
4785215,497711147,2019-07-28,180387687,Denise,Wonderful comfy home - every room is beautifully decorated- very clean and updated! Jean great host - offered great dinner suggestions- nice amenities- we will definitely stay again if in the area!!
4785215,503352819,2019-08-05,267404953,Debra,Jean’s place was a wonderful little escape. By the time we got there we had been in the road for about 10 days. It was great to jus sit it her yard and relax. She was great company and thoroughly enjoyed visiting with her.
4785215,538540594,2019-09-29,243482636,Emily,We had a great time at Jeans place. She is so sweet- she did our laundry and left us breakfast for the following morning. Everything was super clean and charming.
4785215,546637357,2019-10-13,3453181,Amy,"Jeans BnB is a tremendous find, beautiful rooms lots of hot water, close to University and town and the best breakfast.  thank you"
4785215,562495848,2019-11-10,307752194,Megann,Jean is very sweet and hospitable!  She upgraded us to a larger room without charge.  The house is lovely.  Strongly recommend!
4785215,602764490,2020-02-07,57820866,Jeanne,"Cute, comfortable place. More of a B&B than airbnb - filled with quilts, books, artwork and hosted by a warm, knowledgeable and kind woman who bakes terrific cookies! Note to those who might care about such things: no TV (yay!) and the bathroom is a few steps down the hallway (hotel-style bathroom thoughtfully provided!)."
4785215,615332356,2020-03-07,338162175,Deana,I loved my stay at Jean’s! She goes above and beyond to make you feel comfortable and welcome. I can’t wait to return.
4785215,617764240,2020-03-13,29829593,Mary,"Jean offered extraordinary hospitality during our stay.  She went above and beyond to make us comfortable and provided tips for outdoor activities.  The space is lovely with access to a sitting room and small kitchenette with a refrigerator.  She offered a lovely light breakfast.  Location is in walking distance to Willamette,  the capital, a grocery store, and few restaurants.  I would highly recommend it!"
4785215,646434854,2020-08-03,285941715,Brittany,I have stayed at many airbnb’s and Jean is a pro and one of the best. Her place is clean and has Put in time to add special little touches. It was so appreciated that she brought fresh fruit to the room. She was excellent in her communication. And her home is adorable and has all the amenities that you need for a comfortable stay.
4785215,655707092,2020-08-23,361259130,Weston,"Jean is a wonderful host and I very much enjoyed staying at her place. She has a beautiful home, lovely shaded backyard, it's conveniently close to Willamette University and was sparkling clean. The extra bonus was finding out she's a follow cyclist and being able to share some cycling stories. I would for sure book another room from her the next time I need to visit Salem!"
4785215,673562203,2020-10-11,359049507,John,One of the most coziest Airbnbs I have ever stayed in. I would give it 6/5 stars if I could!
7293821,38961460,2015-07-19,2724252,Kelli,"Our stay here was absolutely perfect! Julie and Bill were exceptionally gracious hosts. The property is charming, beautiful, clean, quiet, and meticulously maintained. We decided that after our stay here that we preferred this lovely carriage house over our own home.  Bill and Julie... Adopt us please!?

The space had been recently remodled/updated and the two crucial facets of a b&b were top notch... the bed was large and oh so comfy, the shower was spacious with plenty of pressure and hot water. Equipped with everything we needed, this room was PERFECT. Bonus points for being walking distance to Bush's pasture park where we were working for the weekend.  

All in all we wouldn't change a thing. Highly reccomended!"
7293821,40875407,2015-08-02,40120251,Elizabeth,"Julie and Bill's place was my boyfriend and my first ever Air B&B experience and we loved it. The place was extremely clean and well stocked with showering items, dishes, linens and some delicious fruit, granola, and iced tea. We enjoyed the patio after dinner (we ate at the littlest roadhouse) with a bottle of wine and gorgeous wine glasses. We slept so well in such an amazingly comfortable bed. In the morning we enjoyed a walk around the park and checked out some local spots in town which Julie and Bill recommended. We will definitely recommend to friends and hope to come back for more stays! Thank you Julie and Bill for welcoming us to your home and to the state of Oregon."
7293821,41493593,2015-08-07,39395123,Emily,"From the second we arrived Julie made us feel very comfortable. Every day she made sure we had everything we needed. The room was impeccable. It was exactly how it was described. Very clean and well appointed. Julie left drinks and snacks in the refrigerator (yogurt, granola, bagels, fruit). This was our first airbnb experience and we really felt julie went above and beyond to make our stay great. If we are ever in Oregon again, we will absolutely stay with Julie. "
7293821,41710929,2015-08-08,40631899,Roberda,"What a perfect little getaway nest! The hosts were so thoughtful in the appointment of the apartment and the setting was peaceful, beautiful and convenient. A lovely way to spend a night away from home."
7293821,42228111,2015-08-11,40732110,Michael,"The place was immaculate and inviting. If I had the time I would have enjoyed a longer stay here. The hostess was very kind, worked with my schedule, and has my highest recommendation to any prospective tenants. "
7293821,43821066,2015-08-22,29765753,Sally,"This was the perfect Airbnb experience for my husband and me. This is a well-loved, recently renovated home with a wonderful, private mini apartment for rest and relaxation in a beautiful neighborhood. And our host, Julie could not have been more gracious and welcoming. Fesh tomatoes and basil from her garden were waiting for us, together with homemade muffins, scones and granola, and delicious coffee from The Archive. Did I say perfect? Thank you, Julie, and next time, we look forward to meeting Bill."
7293821,44470107,2015-08-26,8919014,Kelly,"We ended up adding an additional night to our original 4 night stay. I guess that tells how we felt about Julie and Bill's place. The studio is cozy, but nicely decorated, very clean and just a very nice relaxing place to stay. Great quiet and tree shaded neighborhood and Julie may have the most nicely landscaped house in all of Salem. Did I mention Julie's scones? - To die for. We worried about the apartment getting warm being above a garage without air conditioning on hot summer days and evenings, but it was never an issue and we never even turned on the fan. Comfortable bed. Very private, but Julie and Bill are often up for a glass of wine on the patio, if desired. This will be tops on our list next time we are in Salem."
7293821,45294067,2015-09-01,6354138,Kate,"Our stay at the Chauffeurs Room was exceptional! Julie was friendly and helpful, but also gave us our space. The room was beautiful and very clean. Breakfast goodies were provided for us, even milk for the coffee! Everything was delicious! The neighborhood was very safe and lovely. In my opinion, there's no better place to stay if you're visiting Salem. Thanks Julie!"
7293821,46341983,2015-09-09,30658943,Ryan,"Julie's listing was perfect.  As I travel the country facilitating cooking workshops, I prefer the quaintness of a place that feel like a cozy home, to mentally prepare for my work.  Julie's accomodations were perfect. From tomatoes and basil from the garden to homesee granola and zucchini muffins for breakfast, these small details accented an otherwise perfect stay. She even let me harvest some fresh herbs from her beautiful garden. It was a beautiful estate that her and her husband have meticulously renovated... an obvious passion project with thoughtful details around every corner."
7293821,47448928,2015-09-18,23345328,Sheri,"Staying in the Chauffer's room was my first time at an Airbnb listing and I am sold! I can't imagine ever staying at a hotel again. My arrival time changed by a few hours and Julie waited up for me, left a bowl of pasta in the fridge (it was delicious) and met me with a warm smile when I arrived. The room was fabulous, comfortable, and exceeded my expectations. I hope to return soon!"
7293821,47682573,2015-09-21,23606976,Diana,"Our experience with Julie was great from start to finish.  She was friendly and very responsive to our messages when booking and when figuring out arrival times.  We really felt at ease about the process and about what to expect.  She and her husband greeted us warmly when we arrived and let us know the best way to reach them if we needed anything.  The neighborhood, house, and especially the gardens are stunning!  And the room was perfect for my husband and I.  It felt comfortable and spacious - it was so well designed and decorated.  The local goodies for breakfast were delicious!  Our only regret is that we had to leave quite early to meet a friend and didn't get to thank Julie in person for a great stay!"
7293821,48365036,2015-09-25,44890432,Andrea,"Julie welcomed me to her home with a yummy glass of wine and light snacks.  The room looked exactly as detailed in the listing, and really the amenities anticipated my wants before I knew them myself. Breakfast offering was great."
7293821,49188739,2015-10-01,10952700,Meghan,"Really enjoyed my stay in the Chauffeurs room. Clean, comfortable, and welcoming setup. Also in a nice neighborhood that feels safe to walk / jog in. Hosts were lovely - I arrived late and left early and they left some thoughtful notes and a snack for me when I arrived, and a healthy breakfast in the morning. Would love to stay here again."
7293821,49822711,2015-10-06,44386144,Jacqueline,Julie and Bill were very hospitable and accommodating.  Lovely new studio apartment and a wonderful historic area of town close to everything. The muffins and other treats were  very welcome after a long day of travelling.  
7293821,49990340,2015-10-08,41103070,Katie,"The Chauffeur Room was amazing! The room was clean, beautiful, and the amenities were really nice. Loved the muffins! "
7293821,50127525,2015-10-09,8903,Jenny,"Julie met me with a glass of wine and a friendly smile after I had driven  three hours at the end of a workday to Salem.  It was much appreciated!  The room was cozy, the shower exceptionally clean and well appointed and the bed super comfortable.  I also was especially impressed with the ample amount of snacks and breakfast items available for guests. Thanks for making my very short stay in Salem enjoyable!"
7293821,50631537,2015-10-13,41152412,Melissa,"This was my first AirBnB experience, and it's hard to imagine another topping it. Julie is an absolute delight and her Chauffeurs Room is beautiful. My daughter and I stayed here for one night as part of a visit to Willamette University. The apartment is located in a charming, safe neighborhood and is convenient to all that Salem has to offer. The bed is very comfortable and the apartment is incredibly clean. I really do wish we could have stayed longer!"
7293821,51048699,2015-10-17,281872,Anna,"This property is adorable, cozy, safe, centrally located, clean, well priced, and the host is kind and genuine. The home made breakfast treats she leaves in the room upon arrival are delicious. If this room is available to book for your trip, don't hesitate -- you won't be disappointed. "
7293821,52305019,2015-10-27,42239565,Annie,"The Chauffeur's Room is a sweet, comfortable place in a wonderful neighborhood!  My daughter and I stayed just one night while on college tours but would have liked to stay longer and explore.  Everything we needed was provided, with special touches like homemade granola, cookies hot from the oven and dining recommendations.  When the Wi-Fi didn't work, Julie responded immediately and restarted it.  It still didn't work for us but that may have been from our end.  We enjoyed the cable TV instead.  Our stay in Salem was made personable and easy with these hosts. "
7293821,52702674,2015-11-01,25282673,Megan,"Julie met us when we arrived. She is very welcoming, explained the key system: all very easy. The apartment is lovely as are the gardens and the neighborhood. And Julie provided delicious homemade gluten free granola, homemade gluten free muffins, juice, coffee, tea, bottled water, and almond milk. In addition the bathroom was stocked with shower supplies, hair dryer which was lovely. Highly recommend experiencing this lovely spot.
"
7293821,53670964,2015-11-10,19989181,Gina,Julie was very nice considerate and thoughtful. The room set up was great. Everything I needed was there. 
7293821,54351078,2015-11-18,10952700,Meghan,"Julie and Bill are wonderful hosts, and I have now stayed at the Chauffeurs Room for my 3rd time while staying in Salem. Each time it has been a really warm, thoughtful experience, and they have been very inclusive and considerate. The room is lovely, clean, and in a great neighborhood in Salem. Fridge always is stocked with some great treats."
7293821,55162053,2015-11-28,49569931,Iona & Huib,"This was a delightful and cozy place for my partner and I to stay.  We were welcomed very warmly, and the apartment had everything we needed.  The apartment is very tastefully decorated, everything is of a  high quality.  In addition to all of this, the apartment is located in a beautiful, quiet neighborhood and downtown Salem is within walking distance.  Also, this was the perfect location from which we could to explore the wonderful wines of Willamette Valley.  "
7293821,56849817,2015-12-19,47702795,Veda,"We enjoyed our stay.  The place was immaculate and inviting and our hosts were (Website hidden by Airbnb) warm, available and did all they could to make our stay fantastic."
7293821,57456597,2015-12-26,19845334,Nicole,"We stayed in Julie's Airbnb over Christmas Eve and Christmas while visiting family. Their accommodations were wonderful! Warm, comfortable and very clean. This was far better than any hotels we've stayed in in town. We'd definitely recommend them and stay here again!"
7293821,58360860,2016-01-02,6818358,Margot,Immaculate and very cozy place. Great attention to details making our stay very comfortable. Breakfast goodies were a nice surprise and much appreciated. We will be back.
7293821,60019930,2016-01-18,50991974,Bruce,"Julie has a wonderful and cute home that will make anyone feel comfortable and cozy on those rainy Salem days!  Fantastic neighborhood, and we won't stay anywhere else when in town.   "
7293821,61462625,2016-02-04,3551315,Stephen,"Julie could not have been friendlier or more accommodating (as example, she got me almond mill when I mentioned being lactose intolerant). The Chauffeur's Room is a great little apartment that has everything one might need. It is attached to a beautiful home in a very elegant and secluded neighborhood (the Governor's mansion is just down the street) yet only minutes from downtown. I will definitely stay there again."
7293821,61729088,2016-02-07,17249094,Anna,"We loved our stay in the Chauffeur's Room!  The space is adequate for two.  It has a queen bed, comfy chairs, kitchenette that if fully loaded with any essentials you may need for a few days stay.  The shower space is spacious although for the taller human specimens it may be a bit short.  The hosts were very welcoming and went above and beyond assisting us with our ventures.  We loved that we were ""on our own"" for breakfast, if you will.  Our room had a plate of muffins, yogurts, granola, orange juice, coffee, tea, bottled water, fresh fruit, yoiu name it. This allowed us to come and go at our own schedule without having to wait around for ""breakfast to be served."""
7293821,61871806,2016-02-08,15018426,Tricia,"As many others have attested, Julie is a delightful hostess - warm, welcoming, and responsive to all requests (since my stay was only for one night, I didn't get to meet Bill). Their home and garden is beautiful and well-kept in every way. Julie kindly dug around for a CD player and an alarm clock for me, as well as offering me a surprise lunch when I arrived. Her treats were yummy. The upstairs space is very private and quiet, with many thoughtful details. And the neighborhood is a wonderful place to walk, with lovely views out to Mt. Hood, and the surrounding hills and valleys. It's also close to many points of interest, but I elected to just stay put! Yep, this is another great Airbnb find! Thanks so much, Julie!"
7293821,62259093,2016-02-13,53950057,Mark,"Julie was an excellent host who greeted us on arrival and made sure we had everything we needed (including some delicious crumpets and muffins for our first morning's breakfast). The room was perfectly cozy and well-appointed, and wonderfully quiet and private. The bed was extremely comfortable, and the shower was great. And their beautiful villa property was just the right location for our family visit in Salem. We would definitely stay there again on our next visit to town."
7293821,62431094,2016-02-14,8694445,Rita,"Our hostess, Julie, was very welcoming and helpful regarding the room, the area's walking routes and antique stores. We loved the room. It was as described; maybe even better than depicted. Quaint, very clean, a comfy bed... and the homemade scones and granola were so delicious. We ate every last drop of both. Would recommend the Chauffeur's Room at the Villa and we hope to come back when it's warm out to enjoy the beautiful outdoor space! The property and the neighborhood are both beautiful and very close to everything!"
7293821,62907222,2016-02-18,14656873,Juan,"Great apartment as described.  Very peaceful.  Very clean.  Would certainly stay again.

Julie most welcoming with muffins and water bottles/milk in the unit."
7293821,63589040,2016-02-24,23143319,Kristi,"Julie was excellent with coordinating our arrival, everything was just as shown/described on the listing page, and my boyfriend and I felt very comfortable in the Chauffeurs Room.  The flannel sheets were cozy, and the bed was very comfortable!  There were cookies and muffins for us in the morning :-) Julie's home and the neighborhood in general are beautiful.  Thanks for a great stay Julie!"
7293821,63684190,2016-02-25,54597164,Christina,Everything was absolutely perfect!!!!! Great location and very private. I will absolutely stay there again! :-)
7293821,63785448,2016-02-27,50997633,Richard,"Julie has just the right personality for being a host. She made sure to be there at my expected time of arrival, made me feel like an honored guest and was exceptionally friendly. The unit is unusual, literally a former chauffeur's quarters above the garage. It's private with its own separate entrance and has everything one would need to spend a few comfortable nights. "
7293821,64288675,2016-03-02,12834577,Jill,Julie was the sweetest and most attentive host! Her home is gorgeous... Love the neighborhood. Such a nice quiet spot with all the little things taken care of. Will recommend this spot to everyone!!
7293821,65064618,2016-03-10,10177993,Megan,"This was my first Airbnb experience and it was a great welcome into the Airbnb community. The Chaffeur's  Room at the Villa was comfortable, clean (which I am truly finicky about) and adorable. It was stocked with everything I needed to make my stay run smoothly. The hosts were a joy to interact with and were very organized and considerate. I will definitely be back. -- Karri E"
7293821,65449668,2016-03-13,58927757,Elizabeth,"Julie met us when we arrived and made us feel very welcome. My daughter and I were in Salem for wedding dress shopping. The neighborhood is lovely and quiet. Really enjoyed our surrounding, very quiet and serene. Julie and Bill had Breakfast items ready for us in the fridge (which is awesome) for the morning. The scones were handmade and so great! We can't say enough about our stay, it was perfect for our busy weekend. There wasn't anything that Julie and Bill forgot. They really know how to make you feel at home and yet provide a very peaceful and private retreat. Can't say enough good things about our stay. Thank you Julie and Bill!"
7293821,66257207,2016-03-20,44346844,Jamie,My husband and I enjoyed our stay very much. I wished we could have met Julie but our schedules were just off. Everything was as described and every comfortable. The neighbor was kind and curious about where we were from. It feels like a home away from home for sure. Very private. 
7293821,66646274,2016-03-23,17891763,Sally,"All my thanks, Julie and Bill, for a warm and welcome stay at your Chauffeurs Cottage.  It was just the experience I was looking for!  All the extras were truly appreciated, and I felt pampered!  I hope we will stay in touch!
Sally"
7293821,69402575,2016-04-11,33521912,Jill,"Julie and Bill are very welcoming and wonderful to interact with. And Julie is ridiculously adorable as a host. I show up to a gorgeous property and find an infectious smile and sunny disposition, am shown a very clean and tidy room looking just like the photos, and find homemade cookies and a welcome note as we thought I might arrive when they were not home. Love that. She made sure I knew she was available if I found myself in need of anything at all, then took her leave so that I could get settled in. 

I start looking around and find: a glass container of homemade granola with a banana for me to have for breakfast. Hmm...I'm going to need milk, so I look in the fridge. Yep, there's milk. Plus yogurt, bottles of water and orange juice. Julie, you rock. I don't drink coffee or tea but I notice some of that lying around too. 

Other unexpected things I found: Adult coloring books and colored pencils, travel and lifestyle books, board games, an oscillating fan, portable heater, portable stereo w/cd player, clothes drying rack... she really does have it covered, in my book.

Omg. And the bed. That delightful fluffy cloud of a bed. Bliss. Well, for me, anyway. We all have different needs when it comes to a bed.

I could go on but you're probably tired of reading at this point so I'll wrap it up with: Enjoyed my stay, was pleasantly surprised, exceeded expectations, charming hosts, would recommend to anyone, and will definitely and eagerly stay here again.  :)

Ok I lied. One more thing: the neighborhood. Filled with beautiful historic homes. Including the one you are staying at. I went for a walk to explore and you should too, its a great neighborhood. It is a bit hilly, though, so that might be a challenge/hinderance to some. A nice bit of fitness for others. I straddle the line on that one, but it was worth it.  ;)"
7293821,69533095,2016-04-11,61933595,Randy,"We had a great time.  The room and the neighborhood was beautiful with lots of mature landscape and blooming flowers.  We did not get to meet Julie until we were ready to leave, but her communication was excellent and we had no problems getting settled and were very comfortable.  When we are back in the area, we will try to stay with Julie again."
7293821,69848738,2016-04-14,66236485,Rb,"This was the most superior lodging experience I have had (and I travel for work often).  Everything about the stay was perfect and, if you enjoy beautiful architecture and stunning landscaping, you're going to love this place (the photos cannot do this place justice)."
7293821,70217610,2016-04-17,4913888,Borrego Surf Club,"The only place to stay in Salem! The neighborhood and house are goregous.  Julie, the Owner, has great taste and has made the small space very comfortable and cozy. You can tell she loves hosting, as she left my wife and I fresh baked muffins and granola for breakfast. Every last detail was thought of and we could not have been happier."
7293821,70623164,2016-04-19,29485922,Karen,"Julie was a lovely host. She made us feel very welcomed. The room and bathroom are beautifully appointed and everything you could ever need was provided including great homemade muffins. We really appreciated the good quality shampoo, conditioner, shower gel and body lotion. There was also plenty of off street parking right outside. We cannot recommend the chauffeurs room more highly."
7293821,71132308,2016-04-23,66569512,Air2016,"Perfect!  My wife and I stayed for two nights while visiting our daughter at college. Very comfortable. The room was well done with modern conveniences but retained the charming character of the house. We highly recommend it. (Oh yeah, the muffins and granola was delicious "
7293821,72182384,2016-05-01,20035862,Rick,"This place is very cute and has everything you need. The neighborhood is so gorgeous and quiet, the main house is truly a Mediterranean mansion, and the hosts are so friendly and accommodating. I'd stay again for sure."
7293821,72886027,2016-05-05,27295425,Melissa,Nicely appointed apartment. Very comfortable. We enjoyed a nice walk to The Kitchen for breakfast at Julie's recommendation. It was a lovely neighborhood & a wonderful rest on our I-5 journey.
7293821,74927307,2016-05-17,64037107,Chad,"Julie made Sue and I feel warmly welcomed and even had fresh baked muffins out for us with homemade granola and a few other things in the fridge - this kid of attention make all the difference in a world of options. She is kind-hearted and thoughtful. We can't say enough good things about her:) 

The Chauffeurs Room at the Villa is beautiful and the grounds are stunning - it a great neighborhood to walk or stroll our newborn! Highly recommended place to come for a few days or a few weeks, as we did! "
7293821,75934865,2016-05-23,64037107,Chad,"When we arrived Julie had bottles of water out and homemade granola and muffins for us, not to mention a few goodies in the fridge. The neighborhood is beautiful, the gorgeous homes and friendly people were a big bonus for us. We had just adopted a baby girl, Aya! and were in need of lots of stroller time and the neighborhood was perfect. Julie is kind hearted and very thoughtful and willing to always go the extra mile for her guests - we felt at home at the Chauffeurs Room, and highly recommend it to anyone heading for Salem for 1 night or, as we did, 16 days! Julie is fabulous, can;t say enough good tights about her:) "
7293821,76343665,2016-05-26,9060596,Tom,Beautiful alternative to Salem hotels.  Everything you need to have a home away from home.  We will be back :)
7293821,76845837,2016-05-29,67822796,Jeff,"we arrived in Salem for our stay and were immediately impressed with the neighborhood. beautiful homes each uniquely different on wonderful lots. julie was working planting flowers in her yard. she was very responsive to all our communications. she was expecting us and graciously showed us to our quarters. the space is very well equipped with most things that one would need. we thoroughly enjoyed our stay. we were close to downtown area and could easily go in and out to other places. she had some wonderful muffins and other food to start the day. we only were able to stay 2 days but could easily have stayed longer. will definitely visit again if in the area. 

thanks jeff and shirley"
7293821,78372728,2016-06-06,47392499,Will,"We enjoyed a wonderful visit with Julie - she is quite gracious.  The weather didn't cooperate - it reached 101 in early June - but we had a lot to do in the Salem area.  Wonderful restaurants and we rode our bikes on Minto Island - very close by.  The place was so private - surrounded by trees.  We would enjoy staying there again for sure.
"
7293821,79822910,2016-06-14,68015877,Andrew,The spaces was a wonderful relaxing getaway while in town for a weekend. The grounds and property were stunning!
7293821,80737410,2016-06-19,35525348,Benjamin,Julie's place is amazing. She was an excellent host! We would love to come back next time we are in Salem. 
7293821,81909413,2016-06-25,63024702,Lorin,"This is a cute, functional place on a beautiful property with a nice garden.  The hosts are so welcoming and friendly.  The neighborhood is one of the best in town, filled with older, elegant homes.  You can walk to a nice, quiet park with a playground - it's several blocks away and as mentioned, the neighborhood is really pretty."
7293821,82085986,2016-06-26,16815579,Nancy,"We were fortunate to find this little gem available for our stay in Salem. The location is in a wonderful, quiet neighborhood but only a few minutes from downtown. The hosts made us feel very welcome from the first minute we arrived. The apt was private, clean and included all necessities we could possibly require.  The shampoo and soap products were wonderful, and the bed/bedding was the best I've ever slept in! Fresh fruit, granola and Almond milk awaited us for our breakfast.  I would highly recommend this cozy studio for anyone looking for a quiet and relaxing stay."
7293821,82982621,2016-06-30,53841437,Dave,"As our first AirBnB experience, it was truly great. Our hosts (Julie and Bill) were very welcoming, and the apartment was quite nicely appointed and well-suited to our needs.  It sat on top of the garage and was private from the rest of house.  Julie surprised us with a delicious treat for breakfast-- freshly picked blueberries from her garden!  "
7293821,83208112,2016-07-01,24331494,Nancy,Fantastic hosts.  Extremely clean and darling accommodations.  
